,ID,shortcode,text,hashtags,comments,likes
12,,,"“The kind of psychological pressure I am facing right now no one should be made to go through that.” . ************************** .
#HumansOfAssam is a collection of stories of people living in the state who fear losing their Indian citizenship. It is part of the month-long reporting project called #TheFinalCount. . ************************** .
Ram Bahadur Chhetry has been making phone calls to acquaintances at odd hours sounding disoriented and hassled. He is a 55-year-old man who teaches at a lower primary school in Assam’s Baksa district. The cause of Chhetry’s distress is the National Register of Citizens – a list being drawn up of genuine Indian citizens living in Assam. To be included in the list applicants have to prove they or their ancestors had entered India before the midnight of March 24 1971 the eve of the Bangladesh war.
.
.
.
Chhetry had made it to a draft list released in July 2018 – only to be told last month that he had been wrongly included.
.
.
.
He was among the 1.02 lakh people featured in a fresh exclusion listpublished by the NRC authorities on July 26. This list the NRC authorities said included people who had been declared foreigners by tribunals or who had cases pending there as well as people disfranchised by the Election Commission and marked “D” or “doubtful” voters on the suspicion of being undocumented migrants from Bangladesh.
.
.
.
Chhetry was in neither category. Instead he was found ineligible while appearing as a witness to support his sister’s claim for citizenship in March.
.
.
.
Click on the link in bio to read his story.

#NRC #assam",humansofassam thefinalcount nrc assam,|Missing morning fix!!,351
13,,,"On July 31 the final list of Assam’s National Register of Citizens will be published. Close to 42 lakh residents of Assam will find out whether the state considers them Indian citizens. At stake is the future of a population larger than any of the other North Eastern states nearly as large as Kolkata and roughly half the size of Switzerland.
The state is updating its National Register of Citizens for the first time since 1951. About 3.29 crore people applied to be on the list. Over 40.7 lakh were excluded in the draft list published on July 31 2018.
On July 31 the final list of Assam’s National Register of Citizens will be published. Close to 42 lakh residents of Assam will find out whether the state considers them Indian citizens. At stake is the future of a population larger than any of the other North Eastern states nearly as large as Kolkata and roughly half the size of Switzerland.
The state is updating its National Register of Citizens for the first time since 1951. About 3.29 crore people applied to be on the list. Over 40.7 lakh were excluded in the draft list published on July 31 2018.
Over the next month Scroll.in will bring you a series called #TheFinalCount. It will tell the stories of those being counted in #Assam the anxieties triggered by the process the vagaries of the state as it compiled the #NationalRegisterofCitizens the complex historical forces which brought it into being.

#NRC",thefinalcount assam nationalregisterofcitizens nrc,"|Please be back on YouTube with morning fix|This is sad. Though is require.|When politics is at it's very worst|Copied it twice!|Their are two crore Bangladeshi here throw them out...they our using our resources and have been involved in crime....first we need to take care of our poor people.......we pay taxes for our people not for refugees|Religious fundamental hooliganism and their political conspiracy real threat's for civilization and democracy|Waiting for the series. Kindly edit the post guys! Its repititive|Caption is copied and pasted twice @scroll_in|Time to kick some illegal asses. Go NRC|Hello comment section, what's happening in Assam is upsetting and something worth talking about. We did cover this as well. Feel free to check it out.",708
14,,,"Why does #Mumbai continue to flood year after year?
.
.
.
.
#Mumbai #MumbaiFloods #Maharashtra #monsoon #MumbaiRains #floods",mumbai mumbai mumbaifloods maharashtra monsoon mumbairains floods,"|@josebarrera|@aashana_desai @mullickpriyanka22 @purbalimukherjee|😢|Bring back morning fix|Please Bring back morning fixmy morning started with it.|@sansaargrover|@madhoora|@geetika_gulhare|Death and apocalypse is eminent|@mymalishka plz try to raise this issue with @Mumbai municipality|@devendra_fadnavis 😓|26/11 Deluge? Wrong crisis brother|@devendra_fadnavis @adityathackeray @bjp4india @shivsena #mumbaifloods #BMC 🤦🏻‍♂️🌧️|@kalambemalhar|Half baked information spreading panic🤦‍♂️|@gargisthakur|@missgarrix_|@nayanikamisra|@narsiwala|SHARE|@idlification|🙄|@ishaan_1122|That is why people say despite being the 6th latest economy india is a third world country|STOP DEFORESTATION|A yet another glaring example of lack of political will|Horrible. No respect  for our own land n country.|@samanthawesley21|Lol. The problem is not flooding or climate change. Enough of playing the blame game. In fact there is no problem in the world that wouldn't be easier to solve with fewer people – or harder and ultimately impossible with more. 
And instead of controlling the environment for the benefit of the population perhaps it's time we control the population to allow the survival of the environment. 
But hey “it’s one life to live so don’t tell me what to do” and “stop with all that negativity it’s killing my vibe” era so who gives a fuck about future!?|@nikkkhil @shaniceshrestha @labelmnclothing|What about assam 😢😢😢 udhar trp nahi hai ishke ley waha ki jaan sassti hai 😢",3733
15,,,"The #DoingYourBit contest is still open. You too can join these winners from #DoingYourBit Season 1. 
Share your video story with us illustrating your contribution in making your community greener and more sustainable. Win cash support for your work. Last date of submission: 10 July 2019.
.
.
Link in bio
.
.
.
#sustainability #ecofriendly #greenenergy #environmentallyfriendly
#environment #sustainableliving #sustainablefashion #recycle #wastemanagement",doingyourbit doingyourbit sustainability ecofriendly greenenergy environmentallyfriendly environment sustainableliving sustainablefashion recycle wastemanagement,|😍 😍 😍|how can i live a sustainable life?|@areeb.hashmi|💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥💥@chauhan0008  Sport me|Please follow me🙋🙋🙋,9948
16,,,"Thousands of people in India celebrated the fifth International Yoga Day on Friday. Prime Minister Narendra Modi led the celebrations at a mega show in Ranchi where he performed asanas with 30000 people. “Yoga for peace harmony and progress” he said on Twitter.
.
.
.
The theme of this year’s Yoga Day is climate action. In 2018 the main event was held in Dehradun at the Forest Research Institute.
.
.
.
#yogaday #internationalyogaday2019 #internationalyogaday #yoga",yogaday internationalyogaday2019 internationalyogaday yoga,"|@maitreya.ghorpade Look at the first 2 😍|@thecyd01|Love the Doggusss💜💛❤💜💛|@abhi_jit_sharma|@caedavison|Dogasan 🐕|Please be back on YouTube 😪|Isn’t Ranchi reeling under a severe water crisis at this very moment? Hope the PM has time for that.|What a great initiative! I just hope that similar great initiatives are taken up to boost the economy, employment generation and measures to tackle climate change.",790
17,,,"The #DoingYourBit contest is back with season 2. The contest invites participants to capture and present a story of change that they’ve been a part of or have been witness to through a video. Participants can share video stories illustrating their contribution in making their community more sustainable.
.
.
The contest will reward two winners with cash prizes! Last date of submission: 30th June. See more details in the link in bio.",doingyourbit,|BS news company!!!|Can you explain what we have to do in it,1966
18,,,"Caption this! .
.
.
.
(📸: PTI) #elections2019 #modi #narendramodi #electionresults2019 #india #bjp",elections2019 modi narendramodi electionresults2019 india bjp,"|Parliament phekunga ab mein ek khilone ki tarah. Constitution bhi phadd dunga|Kabhi kabhi lagta hai apun hi bhagwan hai 😎|I'm back!!! 😂|Duniya hila dege|The Safforn Clouds are coming....|Dramacracy|Democracy gayi tel lene  OR  ye banda adam khor hai|Modi parliament le gaye 😂|Sab tikdam hai|Happy birthday to you PM|World tour 2.0|BJP Headquarter!|Let's play who killed democracy|Where is Sadhvi|Megalomania.|why ya'll acting so shocked we knew this was gonna be the outcome|No Laws Only Lows in this Parliament: From a terrorist attack in 2001 to housing a terrorist MP in 2019|Mad king ruleth yet again!|Mega_lo_maniac|संसद सत्ता सरकारी मशीनरी सब मेरे हाथ मे|I am going to drown this in Ganges... 🤪|Ye parliament aur desh apka hua.|People needs bernol here|Parliament in deserving and capable hands.. our country's people have good sense.|'Never underestimate the power of stupid people in large groups'|Next 5 yrs to go without press conference 😂✌🏻🙏🏻|""Toying with Democracy"" Looks like SO MANY people voted against this party then how did they win🙄🤔|My toy!!|A Nation fucked up|""I'll have the cake and eat it too!""|Aapna time aagaya 👍|bought myself a present !|We deserve him only.|Constitution on my finger tips|Karliya duniya mutthi mein|No more parliament|Indian democrazy in BJP's platter. 😊|I don't understand how netizens are anti-BJP and citizens are pro-BJP🤔|Congratulations...|Subh Chintak! AAP Kisan ke bare mein dalit ke bare mein muslim ki bare mein mahila ke bare mein majdoor ke bare mein chinta kathey kya? Aap ka poora chinta Modi jap karna ram jap karna. Aisa chinta karne ka phaida kya?|Welcome to Fascism. Welcome to an India at war with its people .|Sold out|Looks like he’s serving tea again this #chaiwala|Disgusting man  disgusting leader India you have lost respect from people world wide for what is happening now in your country the killings of innocent people based on their religion should on you all .... trump wannabes horrible country|Ab ab inke hath me h ....|Scroll asshole|Parliament tedha hi to kar rakha hai 😂|Shake it off|Apunich bhagwaan hain|Bjp is laying a foundation of non democracy in India. Future govt of any party too will follow this type of methods|Tumhara future mere haath me bitchessss|Tsunamo|Gai democracy chutiye ke hath me🔥|Shaking the parliament as well as the constitution|The death of a nation|♥️♥️|""Yeh mera or mera hi rahega"" Ashraf Ali! ..|Modi's part of the deal. A gift from Amit Shah 🌻 🙈|Matchfixing|Monster|I'll handle that myself|Now just wait and watch...|Nationalisam Zindabad. Only one Religion Nationalisam.|Iske andar baith k sabki lunga!|Let's break it!|Bech daal|A country gets the government it deserves.|Let’s kill democracy|The dildo he gonna fuck India with.|Fuck off democracy.|RIP to opposition🙏|I am going to "" rule "" Democracy ...|"" South ""will remain an independent kingdom : #gameofthrones|Kerala : everyone's stupid except me|This is new India. Let's hope for the better future and introspect on few issues ! Shocking results though. We have to live with it. Let see how the other parties in opposition who failed to come to an alliance work as a team. Let's read about fascism again and it's relevance in modern world.|Nahi raha Son Son Bhawan !!🤣🤣🤣🤣|Bas itna sa khwaab hai.|Mangana kayalli manikya|He had the cake and he ate it too|I don't want to think about it 😭",1100
19,,,"Dutee Chand India’s national record holder in 100m has revealed that she has found her life-partner. The Asian Games silver medallist said that she is in a same-sex relationship with a girl from her hometown in Odisha. 🏳️‍🌈
.
.
.
“I have found someone who is my soulmate. I believe everyone should have the freedom to be with whoever they decide they want to be with.”
.
.
.
The 23-year-old is perhaps the first top-level athlete in India to acknowledge being in same-sex relationship. 👏🏳️‍🌈
.
.
.
Follow @thefield_in for more. .
.
.
#duteechand #dutee #india #indianathletics #athletics #indians #samesexrelationships #lgbtq🌈 #lgbtq #lgbt",duteechand dutee india indianathletics athletics indians samesexrelationships lgbtq lgbtq lgbt,|More power to her. 👍|I may assume Acha din aa rahe hai.... appreciate that she can express it in public....my full support to dutee|You go girl!!|❤️|Someone tag Karan Johar|yeah boi gay folk stay winning <3 💞|Brave 😍😍|🤧♥️♥️|♥️♥️|🙏 wowww greattt|✨✨✨✨✨✨✨✨✨✨|😍👏👏👏❤️❤️❤️❤️❤️❤️❤️❤️|She's an absolute hero|Congrats.Freedom of choice should be honored|@dancing_kitteh_|All the best for the future and hope to win more 🏅 for india...|That's Great...|❤️,1991
20,,,"A poster by the Trinamool Congress in Kolkata's Ballygunge area. The city votes tomorrow.
.
.
.
The Bengali word superimposed on an image of the smashed bust of 19th century Bengali educationist and reform Ishwar Chandra Vidyasagar reads ""shame!"".
.
.
.
The bust was broken on Tuesday as clashes broke out in the wake of a rally by BJP president Amit Shah. The Trinamool has used the incident to try and stir up Bengali nationalist sentiment and paint the BJP as a party of so-called outsiders.
.
.
.
For more details log on to scroll.in. (📸: @shoaibdaniyal) .
.
.
#elections2019 #tmc #bjp #amitshah #mamatabanerjee #mamatadidi #loksabhaelections2019 #vidyasagar #kolkata #westbengal #bengali",elections2019 tmc bjp amitshah mamatabanerjee mamatadidi loksabhaelections2019 vidyasagar kolkata westbengal bengali,|By the way the foundation of BJP was laid by a Bengali|😁 NM hi kin|আসামে রবীন্দ্রনাথ ঠাকুর ত্রিপুরার এফেক্ট লেনিন রবীন্দ্রনাথ সুকান্ত ভট্টাচার্য উত্তর প্রদেশে গান্ধী আম্বেদকর তামিলনাড়ুতে পারিয়ার সকলের মূর্তি ভেঙেছে বি জে পি। কোন অজুহাত নয়,452
21,,,"Eco India is supporting the weekly beach clean up at Mahim. #mahimbeachcleanup

Come and join us for the #OPENDOORfest following the clean-up! 
#Repost @mahimbeachcleanup
• • • • • •
After a morning of indie rock at our first edition we’re taking a classical route this time with OPENDOOR Fest - Ocean Raaga. Think Abhangas and Thumri and the spellbinding sounds of a harmonium and tabla – played against the backdrop of the morning sea!
And some vibrant art on display – all after our weekly clean-up of course!
Supported by Eco India.

On Saturday May 25th from 8 AM – 10 AM.
Beach entry is near Al-Bahr CHS Veer Sawarkar Marg Mahim West.

#MahimBeachCleanUp #EcoIndiaOnDW #OceanRaaga #OPENDOORFest @culturegrindin @lypmumbai #MCGM #EcoIndia @dw_globalideas @scroll_in @chandanabalakalyan @zaworksdesign #CleanSocietyCleanNation #givetolive @unenvironment #fortheocean #refuse #reduce #reuse #recycle #beatplasticpollution #clean #beach",mahimbeachcleanup opendoorfest repost mahimbeachcleanup ecoindiaondw oceanraaga opendoorfest mcgm ecoindia cleansocietycleannation givetolive fortheocean refuse reduce reuse recycle beatplasticpollution clean beach,|Great !|🤙 🌊|@intrigued_specie|@intrigued_specie,111
22,,,"Join us on the 25th of May for #mahimbeachcleanup

#Repost @mahimbeachcleanup
• • • • • •
OPENDOOR Fest 2.0 is (almost) here! 
It's time for another clean-up drive with music and art making a splash on Mahim Beach! Supported by Eco India. 
#MahimBeachCleanUp #EcoIndiaOnDW #OceanRaaga #OPENDOORFest @culturegrindin @lypmumbai #MCGM #EcoIndia @dw_globalideas @scroll_in #CleanSocietyCleanNation #givetolive @unenvironment #fortheocean #refuse #reduce #reuse #recycle #beatplasticpollution #clean #beach",mahimbeachcleanup repost mahimbeachcleanup ecoindiaondw oceanraaga opendoorfest mcgm ecoindia cleansocietycleannation givetolive fortheocean refuse reduce reuse recycle beatplasticpollution clean beach,|👍,76
23,,,"Mumbai Indians clinched their fourth title with a narrow one-run win over Chennai Super Kings in a pulsating final in Hyderabad on Sunday.
.
.
.

CSK needed 18 runs off the last two overs when Player of the Match Jasprit Bumrah stepped in. But with nine runs needed from the last over the experienced Lankan pacer kept his nerve to concede only eight.
.
.
.
Follow @thefield_in for more updates. Read the full match report on Scroll.in/field. #ipl #mumbaiindians #csk #chennaisuperkings #cskvmi",ipl mumbaiindians csk chennaisuperkings cskvmi,|@kevindso your favorite team :),268
24,,,"Protestors agitating against the clean chit given to CJI Ranjan Gogoi by the SC panel continuing to protest after being temporarily detained at Mandir Marg police station. .
.
.
The committee comprised Justices SA Bobde Indu Malhotra and Indira Banerjee. The 35-year-old complainant withdrew from the inquiry proceedings on April 30 but the committee decided to carry on the inquiry in her absence. Gogoi appeared before the inquiry committee the following day. .
.
.
Log on to Scroll.in for more details. (🎥: @sweetblasphemy108 @rohanvenkat) #ranjangogoi #cji #chiefjusticeofindia #metoo",ranjangogoi cji chiefjusticeofindia metoo,"|Gogoi must be suspended|Idhar aa bhosadike @kanhaiyakumar|Idiotic video . paid propaganda.these fools must understand that in more than 50% of crime against girls /women accomplice are women .first you must learn to behave properly then lecture others .this stupid agitation is politically motivated|These people should beleive in supreme count.The victim before had been in corruption case....|Feminism Ke Naam Par kuch bhi ""committee Ne to clean chit De Diya Hai""..|Allow the victim to appear in front of committee. There is a law that even our judges need to follow.|Kya nautanki hai yeh?|This is maybe an Indian version of the Bret Kavanaugh story (supreme court judge newly appointed). Where a woman accused him of rape in college(20-30 years ago) with no proof she doesn't remember where it happened when it happened her friends don't support her claims. But nonetheless people started believing her as victim and The Man as a rapist. All the oppsing party supported the women. In the end he was declared innocent but the media shamming death threats to his family ( nobody ever apologized to him) . The woman Christine Ford walks away without no punishment nothing no more public appearances.  But people still believes she is a victim|That's not right. How they know that CJI is culprit? Maybe he was the victim of dirty politics. And these type of protest clearly shows that. Paid Propaganda or Some fools always think women is right & men is wrong that's why their ego hurts and they start this protest|these so called female support groups where did they go when  rajasthan govt suppressed a rape case  just a week before and no one is paying attention to it SO keep this fuckery upto your political leaders if they are feminists then work for them who are really in need instead of doing that propaganda.|😘❤️",728
25,,,"A 35-year-old woman who used to work as a junior court assistant at the Supreme Court of India wrote to 22 judges of the court on April 19 alleging that CJI Ranjan Gogoi had made sexual advances on her at his residence office on October 10 and 11 2018.
.
.
.
“He hugged me around the waist and touched me all over my body with his arms and by pressing his body against mine and did not let go” she wrote in an affidavit sent with a covering letter. .
.
.
The in-house inquiry committee investigating the allegations against the Chief Justice did not find find any substance in the allegations the Supreme Court said on Monday. .
.
.
People protested outside the Supreme Court on Tuesday against the SC panel ruling that gave a clean chit to CJI. The protestors were later detained and brought to Mandir Marg police station. Stay tuned for more details.
.
.
.
(📸: @rohanvenkat @sweetblasphemy108) #ranjangogoi #chiefjusticeofindia #metoo",ranjangogoi chiefjusticeofindia metoo,|Women's rights and empowerment should be encouraged|Supreme court judges are not fools!|Yes there should be an investigation and if found guilty he should get punishment.  If it is found to be made up the women should get the punishment the man would have gotten. False claims should not be encouraged anymore. He is not found guilty just allegeded but people already see his as sexual offender and women as victim. It's innocent until proven guilty not the other way arround .|Why was there not a proper investigation? How does this help the perception that India doesn’t care about men systematically sexually assaulting women?|Koi ni bolega madam yha sb andhe ho jate haiAbhi log rajniti Main bzy hai|India bekaooo country bangyya sab biktaa hai... Judge bhei...|Let's take a moment to appreciate their handwriting and calligraphy. 👏😂,990
26,,,"A map of the projected path of Cyclone Fani.
.
.
.
Cyclone Fani pronounced “Foni” is likely to be the highest intensity storm to hit Odisha in recent years. As many as 11 lakh people are being moved to safer places and around 900 cyclone shelters are in place. .
.
.
Follow Scroll.in/latest for live updates. #cyclone #fanicyclone #cyclonefani #fani",cyclone fanicyclone cyclonefani fani,|@foramraval46|Save Green safe civilization,627
27,,,"Indian women are voting more than ever before. In many states their turnout is now higher than that of men. But political discussions in the country rarely feature women – even in the media.

@scroll_in’s Aarefa Johari and Nayantara Narayanan travel to find out in #HalfTheVote a series that brings you the stories and perspectives of women – only women – on life and politics. {Link in our Instagram story}",halfthevote,|🔶️🔶️🔶️🔶️🔶️|Please have a look at our page @indiapolitik. Do follow if you like it😍,234
28,,,"At least 207 people including 35 foreigners were killed in the blasts six of which occurred in the morning as Easter masses were going on. More than 450 were injured.
.
.
.
In the morning one explosion took place at St Anthony’s Church in Kochchikade Colombo and another at St Sebastian’s Church in Katuwapitiya local news website Daily Mirror reported. According to various reports three hotels in Colombo – the Shangri La Cinnamon Grand and Kingsbury hotels – were also hit. At least 67 people were killed in the explosion at a church in Negombo – north of the capital – and 25 at a church in Batticaloa around 8.45 am as the Easter masses were in progress AFP police spokesperson Ruwan Gunasekera as saying.
.
.
.
The eighth blast carried out by suicide attackers hit Colombo in the afternoon just minutes after at least two people were killed in Dehiwala. .
.
.
India’s External Affairs Minister Sushma Swaraj said her ministry is keeping a close watch on the situation. .
.
.
Meanwhile the Indian High Commission in Colombo shared helpline numbers for Indian citizens: +94777903082 +94112422788 +94112422789 +94777902082 and +94772234176.
.
.
.
This is a developing story. Log on to Scroll.in/latest for more details. (📸: Reuters HT) .
.
.
#srilanka #srilankablasts #colombo #easter",srilanka srilankablasts colombo easter,"|Sometimes it feels so shameful to be a human bcoz of some bastards inhumane nature..|Heartbreaking|😥|Rip .... It's really sad|RIPit makes me think that India indeed needs a strong leader.|sad|The Sinhalese do not beg for freedom they fight for it 🇱🇰|Our hearts go out to the families affected by the numerous attacks in Sri Lanka this Easter Sunday. We hope ur family and friends are safe.#prayforsrilanka May Allah Bring peace and rapid recovery. 🇮🇳🙏|Rip humanity😢|Fight against religious fundamental hooliganism and their political conspiracy.|Dear God  WHY !!!????|RIP insaniyat.|😥😥😥😥|ALLAH REHAM KREE|😢😢😢😢😢😢😢|🙏🙏|its really heartbreaking, idk whether m suppose to hit like for scroll's hardwork or dislike(if any) for such inhuman activity",891
