,ID,shortcode,text,hashtags,comments,likes
3.108,,,Megan @theestallion is having an unstoppable #hotgirlsummer!! Read more about the rapper's first foray into the beauty world at the link in bio.,hotgirlsummer,|🤩🤩|Beautiful!!!!|💙💙💙💙|Pin if megan is one of the best rapper|❤️❤️|Love it|❤️❤️❤️|Lit|💖💖💖|She's so cute!! 😍|🤮|WOW WELCOME TO THE BEAUTY WORLD!!!!!! MAYBE BLUE HAIR FIVE INCH CLAWS AND BDSM STRAPS AND CHAINS FOR EVERYONE?????|Trump 2020🇺🇸🇺🇸Make all these liberals cry again|🙌🏽🙌🏽🙌🏽|@teenvogue #awesomepost 🙏,9652
3.109,,,"""If we're really asking for [police and prison] abolition we're asking for the eradication of the people that are supposed to protect us which means ... we're going to have to have our own systems developed within our community. That has to start now."" @Kehlani opens up about grief #blacklivesmatter and supporting her community at the link in bio. 📸: @emmanmontalvan",blacklivesmatter,"|❤️|בוקר  טוב  לך חמישי שמח🙏😷🇮🇱|🔥🔥🔥🔥|Jamaican colors 😍|Oh. A community police department to replace the police dept that was kicked out of the community. Makes total sense.|Basically communism that’s great teach teens to hate America and encourage them to riot and kill police officers nice work|🖕|This level of stupidity hurts my brain|🔥🔥🔥Your own source for the latest celebrity news photosvideos and more from every corner of the world.

From Korea to Mexico from Finland to Kanada from every corner of the world latest celebrity news photos videos and more...@FanzineOfficial|Dumb AF 🤡|🤡🤡🤡|I was looking for the dumbest person on the internet...thank god I found her...it’s @kehlani|BLUE LIVES MATTER|Making sure to talk with my kid about the dangers of whacko liberal media and how dangerous it is thank you for doing this out in the open makes people like me and many others work harder at teaching the youth better than this.|I don’t know how I stumbled across this page but this is BY FAR the dumbest thing I’ve read in a long long long time. 😂😂😂😂😂|The flawed logic is unbelievable|Back the blue. Congratulations on contributing to the indoctrination of our youth.|They are protesting us!!! Wtf is wrong with you! Who the f will come to your houses to safe you when you need help?! POLICE!!!",8750
3.110,,,Over a week later and yes I AM still in my feelings over #Folklore!! Follow the link in bio for 25 of the most relatable lyrics from Taylor Swift's new album (+ drop your favorites below!) 📸: @bethgarrabrant,folklore,"|You’ve shown me colours you know I can’t see with anyone else ( illicit affair) ❤️|if I’m dead to you why are you at the wake? (my tears ricochet)|stunning❤️❤️|❤️❤️❤️|🔥🔥🔥|Hey! Do you want to be added to a group chat with a bunch of teens? 
Add me and send a dm I’ll add you to one😊|🔥🔥🔥😍😍😍|Mad Woman 💕|I am not eveb over the lover era yet. And now folklore just hit me like a tsunami out of nowhere😭|The 1 ❤️❤️❤️❤️❤️😭|Her best album. This one is timeless  a classic already ❤️👏🏾|STREAM FOLKLORE 💗💗|Also the only correct option is Mirrorball|❤️❤️❤️❤️❤️|The person who wrote this article clearly didn’t understand or get any of these songs lol|❣️|😍😍😍😍|Never seen nor heard|You best believe I’ll be in my feelings for a WHILE|The photo is so beautiful ❤️@bethgarrabrant|The 1!!!! ❤️❤️❤️❤️❤️|Such a perfect album ❤️|@zsuzsiharaszti|No I don't like Taylor Swift🤢|👑|💞💞|“Look at this idiotic fool that you made me you taught me a secret language I can’t speak with anyone else. And you know damn well for you I would ruin myself a million little times” ~ illicit affairs|@rrhc80 @madelinejlong|“August sipped away like a bottle of wine cuz you were never mine” August superiority|Living for the hope of it all ❤️|Piece of art 💕|""I think I've seen this film before and I didn't like the ending""|😍😍😍😍😍😍😍|Back when I was living for the hope of it all 💕|T Swift out here stealing from Black women AGAIN. BUT GO OFF.|👏👏👏 lovely|« I don’t know anything but I know I miss you ❤️ » Betty is ❤️|Before I learned civility I used to scream ferociously anytime I wanted|The album is great!!!🙌🙌🌻🌻😃 please follow my account @cute_barcelona 👉for moore style tips|𝙋𝙤𝙡𝙡𝙨 𝙤𝙣 𝙢𝙮 𝙨𝙩𝙤𝙧𝙮 𝙞𝙛 𝙮𝙤𝙪𝙧𝙚 𝙗𝙤𝙧𝙚𝙙|Cutiee😍|Way to go @teenvogue support how she stole the hype from a black clothing line. @thefolklore 
Kids please stop following this garbage 🗑|@southiago_lima tu tem um casaco igual",21440
3.111,,,Join us for the first ever #TeenVogueSummit Orientation ✨❤️✨ As fall approaches our Orientation will help prepare you for what lies ahead! Register for the free Zoom webinar featuring @csiriano @hannahbronfman @opalayo and Rep. @ayannapressley at the link in bio~,teenvoguesummit,"|@lepetitebeth 😍|Coolll|Can't wait 😍|#rounaxxk @rounaxxk|What's the teen vogue summit about?|Vibes 🔥|🔥🔥🔥🔥|I grew up on Teen Vogue but as an adult for a long time now I still always find ageless content from your team which keeps helping me grow as a human being at any age ✨💖👏🏽|🙌🏾💛✊🏾|So excited for this! I graduated from TVFU in 2012 ❤️ happy to see this event!|Awesome! (P.s. I'm available if you ever need Space + STEM🚀❤️🤗)|Awesome!! I'm c/o 2020 👩🏾‍🎓|We’re IN!! 💫|Hey queen! A kind gesture of following this brand @bratzapparel.ph means you’re fulfilling a fellow queen’s dreams ❤️ We offer you very affordable clothes with good quality, fit for those Bratz who love to style! 👄 Kindly give it a like and follow the brand ✨ Thank you and Godbless, Queen! 👑",4418
3.112,,,#KissingBooth2 co-stars Joey King and @taylorzakharperez are on vacation together rn and my heart simply CAN'T HANDLE IT! 😍✨ See more pics at the link in bio.,kissingbooth2,|team Marco❤️|@wulandew__ pen jadi joey dah 😭|Love the characters but I work in marketing and this is for publicity and they are just friends. They both push on social media. Since Jacob Elordi  is not promoting with Joey it falls on Taylor and Joey to push the movie.|@katiecelarek oh my god? where’s Noah??|Nahhhh she needs to get back with jacob|Aren’t we on quarentine??????!!!!|@solveig181|😍😍|i sell simplistic fashion if anyone wants to check it out maybe 👁💧👄💧👁|Cie bgt vacation bareng @felisya0624|❤️❤️❤️❤️😍|I don’t ship😑|He’s so fineeee🔥🔥🔥|@hannahbanna01|🤮🤮🤮|@tayla_brownn|Can u guys not...please if they are dating please respect that I understand everyone ship her with Jacob but they broke up like..last year or something apparently he's with zendaya (rumored that they broke up) but I'm not sure it's not nice to be bashing her for not dating who you guys want her to date please respect her feelings and decision. As far was we know they are very close friends❤️|@chs2308|Joey King has our love ❤️❤️|@8694tatiana|😍😍😍😍❤️|@mirandagerman_ están saliendo ?? :00|He is fine|@joeyking|@jimena_niembro 😱😱|This looks so staged.|@xx.mrsr.xx jane 2.0|@mollie.oldroyd|Omg what now😂😂|@_nikita.gilks_  say what 🤭🤭|Mmmm me huele a una parejacion 😏😏🔥🔥|@sasha_peper_xx|Jangan kek elah kesel bgt gue ama lo joey|❤❤❤❤😍|رومینا|رومینا|@xmaiamoffett|Achei que fosse o Jonathan Nemer namoral 😅|@farahmuhammed._ ❤️❤️|@_ndanad tuhh mereka lagi deket|❤️|They introduce a new guy to season 3 and she’ll date him too nbd|😭😭😭🤍🤍🤍|@chloe_vsd 😳😨|🤮🤮🤮🤯🤮🤮|Uh yeah with a group of people!|@sinnyenright 🤔🤔|@irenearacil|Pr|@shiree_en|Noooo|@k_larrivet ils vont mieux ensemble que avec noah 😏|She does this every year|@baileecapp|Whoooaaaa what!!???😲woww that amazing😘😍|Nooo😒😒|Now this’ll be awkward while they film the third movie😬|@grace_coulson|@micik @rebbyry ermmm|@zoe_louise_cork !!!|@cenintyadea|I post about vintage fashion and Old Hollywood glamour feel free to check it out!|@nellykueppers okay next|@_mjnunez sanaol nakakapag vacation kahit pandemic... Sana ol may taylor dn hahahaha|@eivlee may something?👀|@eivlee basaha mga comments😩|@tallulahflaxman|@emmapat.n|Aren't we hav9ng a global pandemic right now ?|@indiaachilles|😢😢|@fidfox @harrietmcparland|Omgggggggg😭😭😭😭😭😭😭😭😭|❤️|Wsh @garraance LE maillot de bain|@nat.schneider_|He was a man before and now in a relationship with a man so are they gay now?|@romina_peschiera|@teenvogue  Im happy that you are not posting and advertising transgenders and show them like heroes to our teenagers. Im happy you are no longer poisoning their minds. Human mind is affected %100 from what they see in real life tv or instagram specifically when they are young.|@neamhybear so she chose Marco in real life😳|@elisabeth_gessl  @lisa.schellander 😍😱|😂😂@hoseakane could they be dating|Wow my ship❤️|@angelicab_1294|@yaniekyot|Team marco|And good for Joey if she’s happy!!|@risaamiiiii|Joey has a bf anyway. So chill 😅|I ship them|Omg damn Joey king|everyone saying she dating all her costars as if jaco* doesnt do that as well. double standards. 🤦🏻‍♀️|Omg|@_nattie_harper 😍|“She want the whole crew shawty bad”😌|@teenvogue @perry_1006 not to mention the subtle shade at @jacobelordi s enormous tongue.|Team Jacob...|People take vacation ? What the ...|Ill repeat it again...name one movie that its been in where she didn't destroy the movie....not in a good way either|@_braganza27|We can't handle it! @dirawibi|@mariana0814 😱😱😱|@dary_padilla01 😍😍😆|YES YES AND YES.|@miranda_schz|@rochinmelissa|Beautiful couple 💖✨|wwhhaatyyy|They should date|Where are their masks|@maziestcin no|She DIDNT have Joel lol|@_ebonyclark_ !!!!!!|@emerson.harrington @ava.reddington GOODBYE-|@mirandagarzac|@cathjosie|Meh|@greekfangirl ah caray|@zzward912|Oh hell no|Wowwww😘😍|His photo literally says throwback thursday / #tbt sooooo this article is straight up wrong|She’s living my dream 😂|@sofievermeijen waarom krijgt zij al die knappe dudes|🔥🔥🔥💯|@michvieyra|YESSS. JUSTICE FOR MARCO IRL!!😭|🖤IT. MAYCON|I was down and under a point until I was introduce to her ($600-6000) and my life took a better turn I highly recommend you to @recheal_zachary_fx|🔥🔥🔥|Hahaha later in a relationship later break later the feeling that all is bad in the film 🙄🙄🙄 like Jacob|UM GIRL- SHE GETTIN THE WHOLE CAST|Very nice 👌👌|@emilypackhammm|@rheaaa.xox|@chrissietabtab|@nata_is_gaby miraa|I still ship Noelle|R they together?|@aliyahcardona|Quiero ser como ella cuando sea grande|@queendan_17|i think im rooting for them|@laine_stephanie @noogiemonster|@ele_bartt e invece ....|💓💓💓💓💓💓💓💓💓💓💓💓💓|@alyssanb.15|Os fãs surtaãooooo com uma coisa dessaaaa😍😂😂😱|@samyalvarez19|NOAH❤️😭|Ahhh yes|Eu shippo|A la final si se quedó con el otro JAJAJJAJAJA @sofiapenaherrera|Awnnn|Y’all Joey hasn’t dated anyone since the beginning of 2019💀|@yarilara_ @migdalialydia|@camila_gavidia 👀|We are in a global pandemic and celebrities are higher than everyone else and go on vacation|@nyccoler whattt😭💕|Home girl loves her costars|Omggg😍|@liviewennstedt ......|@nellitapassano|Is covid not a thing huh|?.....|@tataviao @ericacristina.1 HAHHA LEGENDA 👅🖤|@yangetz|@pawnunez ♥️|No aprendio con Jacob???|R they together ???😍🤩|How...does she do it|❤️😍🔥|@angelacorr.04 @tania_arcem miren! 😳😬|She dates everyone|She want the whole crew shawty brave|@daniresendizt|w/ friends|@baoljnk oppssssss|@andrea.sro|@sebasdelgadillo2|@mogfleming ooof|💜|this is like when Rachel broke up w Ross and started dating Russ|@cemilio_espindola ya vez te lo dije 🙀🙀🙀|@maggiebyers|too cute 😍|@emi.amaral VIVA PERON|why is this news lol|She sure likes her co-stars|She want the whole team|are they dating?|@mayalaros99 @maxwellread|she stay dating her co-stars 😭😭|לא❤️|@nika_amirmz|@mar.iduarda  @anab.sweet hummmm|@ariane.legare,70066
3.113,,,@SofiaCarson gave fans a peek at her upcoming movie with @KJApa and let's just say I need to see it NOW! Find out more about #Songbird at the link in bio.,songbird,|OH WOWWW‼️‼️|@veronica__melissa|Dm me to cast any type of spell 🧞‍♀️🧙‍♀️🔮|The fact that I didn’t recognize KJ 😭😭|🔥🔥🔥🔥|😎😎😎|PROUD OF MY GIRL @sofiacarson ❤️|Yusssssss|As long as they aren’t playing teens|Can’t wait !!|@reemo_bahy  eh dh shabhek😂🙄|Yo @daneeka_fn|GOD he looks like a toolbag.|Wuttt|HappY SundaY 💕💕💕💕|OMG 👀|✌🏻|Yay!|@dani_benittez si estará en Netflix la tenemos que ver juntas|🖤🖤🖤😎😍💕|@yvsra.ely 💀|I'm soooooo here for this!! ❤️|💙💙💙|😱😱😱😱|@mileyofficially @smilers_kingdom thought it’s Miley lol|@ashleymuller|@_jordanwestin_ oh no|🤍🤍,30478
3.114,,,As social uprisings continue across the country many have opened their eyes to the idea that police should not just be defunded but abolished all together. Groups like @blackvisionscollective have been working on the #abolishpolice movement for years proving the radical notion that communities can keep themselves safe *without* police. At the link in bio @mary.retta reports on the Minneapolis groups that are redefining community safety. 🎨: @wildlogic,abolishpolice,"|👙|❤️|🙌🏽🙌🏽🙌🏽|PLEASE CHECK OUT MY PAGE I HAVE TAGGED YOU IN MY POSTS I HOPE YOU LIKE THEM😢❤️|Morons|We have such a violent society that I think we are probably a long way off from not needing police but what we do need right now are police who truly protect and serve and do so with extreme accountability. It would also be difficult to prosecute crimes with only community-led initiatives.  How about overhauling police unions so they can no longer protect dangerous cops?|I just want to say a big thank you to @Fx_carlos_peterson_ i was nobody until a friend of mine introduce me to you since then it's been nothing but financial success for me|Check out my page for daily outfit inspiration 👀❗️|🙏 Indeed!|I was finally able to read this article. I appreciate the fact that there is a group of individuals that did the research to explain why the MPD needs to be disbanded. It definitely needs to be rebuilt but I am still not convinced that the police force should be abolished all together.|Abolish the police wth is wrong w u?!?!?!|time for a revolution! Actually we have a lot of work to do before then like building mass revolutionary workers party|🤦🏻‍♀️|Horrible|We are all a #lilstupid 👎🏽|Is this a joke?|#MisguidedPassions #RiderlessHorses|So it's ok if I shoot you with my gun cos there won't be any police around to stop me just asking🤪|Wow teen vogue I had no idea you were brainwashing teens with Marxist rhetoric.|You want to not have any police at all? What kind of crazy crap is this?|You all are Marxist now!! Abolish the police? How about we abolish teen vogue!!|fascist communists|Abolish Teen Vogue|That’s ridiculously insane|#BlueLivesMatter|Terrorists|Funny how the people who live in these crime infested communities actually want MORE police presence not less!|#cancelteenvogue 🔥|Unfollowing.|#cancellinerals|Easy to say from your little bubble. But the moment you’re in danger and need to call someone you will rethink this. Posting crap like this is irresponsible and just plain stupid.|😂🤦‍♂️🤡|#cancelteenvogue|Brainwashing teens|jew gotta be kidding me|Who ya gonna call when all you barely dressed girls get attacked by predators who don’t have any morals? #callghostbusters|Wow brainwashing with the Marxism tactics. Disgusting.|FUND THE POLICE stop trying to brainwash people defunding the police will never ever happy|Oh children @teenvogue that propagate such childish ideas. May you live in freedom long enough to learn wisdom & understanding and become mature adults and realise the foolishness of your notion.|🇺🇸 The only folks calling for this are idiots. The vast majority of US citizens know this is idiotic. The last group to defund the police were the NAZIS as it was the best way to allow the ""new"" ""Brown Shirts"" to take control without consequences... this is a horrible idea that history has shown will end badly for citizens.. Folks should quit listen to MARIXIST ideas like this that don't lead to more FREEDOMS... 👀 🇺🇸 #texan_perspectives 🤠|If you get your politics from teenvogue you're doing it wrong|What are you even talking about? Is this a teen writing this or a journalist🤣 hey ya know what you get a participation ribbon for trying. Great ideas to restore peace ✌🏼 ☮️ since the protests didn’t kill any black people innocent people or cops... 🤔🤥|Marxist propaganda. You should be hung as a traitor.|Of course it’s an option you leftist pigs",4554
3.115,,,👁 we caught every single celeb cameo in #blackisking so you don't have to 👁 see all your faves at the link in bio 📸: @andrewwhitey,blackisking,|First! Do they respond??|🤤|She's queen|הי🍒☕י🤗🙂🇮🇱😊|She's super beautiful 😍@andrewwhitey ❣️#blackisking @teenvogue|Who is that?|Who she again?|❣️❣️I checked your profile your works are really amazing 😍💕@andrewwhitey|😍😍|❤️❤️❤️❤️|Beautiful 👏🔥😍|🍕🍕🍕|😂🤮🤮 we wuz kangs|Hi! I am a 18 year old amateur photographer and I would really appreciate it if you would like to take a look and review my work! I'm not asking for a follow but i really appreciate it if you do! thank you! ❤️ p.s I'm not a bot! I'll reply ASAP!|@cathryn_ort @beyonce continue your stalking 😂😭😭|❤️|@_ahsatan__ 😍😍|Love the concept!|I think @mason.poole maybe shot this?|🔥|Photographer that took this photo is @a_kid_named_trav @a_kid_named_trav @a_kid_named_trav|Edit the credit @a_kid_named_trav is the photographer|🙌🙌🙌|@teenvogue wrong photographer credited. 👉🏾 @a_kid_named_trav 👈🏾 is the photographer. Please update.|@teenvogue @a_kid_named_trav is the photographer change the caption|QUEEN 👑|@teenvogue you credited the wrong person. @a_kid_named_trav took this|👏|You can post other things but can’t go back & credit the correct photographer @a_kid_named_trav ?? The impressions left on this photo have now all gone to the wrong person...|❤️😂|Goddess top all the sorry peasants|This was my favorite look of hers|Jesus is King!|Wonder colour dress,23587
3.116,,,"@bernadettebeck is the latest #Riverdale star to call out the show for its treatment of Black actors: ""I’m not the first Black actress to show up on set stand there chew gum and look sassy and mean."" More on what she had to say at the link in bio. 📸: @_____rashelle",riverdale,|So pretty|Black women are literally gorgeous I don’t see the problem with their skin color not to mention the hair sooo pretty|I was referred to this platform by a friend online and i thought is a scam company...but I was moved to try and here I earned.. just want to share this to people too @reinaldoberengaria.fx|Here is a chance for you to Change your story and gain financial freedom through the help of @reinaldoberengaria.fx she’s the manager you all need.|heyy! can you open our messages? thank you so much❤️|❤️|@c.a.r.l.a.da.s.i.l.v.a  This is giving me so many Carla Vibes!!!❤ So gorgeous!!!|Hello I'm  Yasin Yari I'm the youngest fashion designer and  tailor .I'm 13 and I want to show my new collections please check out my page and my collections 🤩🤩 😍🙏😇 ♥️♥️♥️♥️♥️ Check out my page😁😁❤️❤️😍|Hello I'm  Yasin Yari I'm the youngest fashion designer and  tailor .I'm 13 and I want to show my new collections please check out my page and my collections 🤩🤩 😍🙏😇 ♥️♥️♥️♥️♥️ Check out my page😁😁❤️❤️😍|😁|YESSSS @_____rashelle ❤️ congratulations ✨🥳|🙌🏻🙌🏻🙌🏻 @_____rashelle,7142
3.117,,,#CheerNetflix racked up 6 (yes SIX!) Emmy nominations 🎉 Get in on the @navarro_college_cheer festivities at the link in bio. 📸: @emmatrim,cheernetflix,|﻿looking for an online fashion magazine stop looking and look at my posts|❤️❤️|Anyone wanna be in a quarantine gc? If y'all don't want to share your name/which country you live in its TOTALLY fine! Just dm me and follow @_radhikapichad_ and I'll add you! It's gonna be a lot of funn!!❤️❤️|J|This picture is so cute!!|🔥🔥🔥🔥|@_ejbowman 🔥|👏|😍😍😍😍😍,12800
3.118,,,IT'S FINALLY HERE!! The full @aftermovie trailer has arrived AND we finally know when #AfterWeCollided is premiering 🥰 See more at the link in bio.,afterwecollided,"|@michaela_f_|i like 😍 @hero_ft  @josephinelangford|@soyhectorportillo 😰|@avacwalton|yayyyyy|this movie is betterrr than the first one|💜💜💜|❤️❤️❤️❤️|Cant wait|@mayathompson06|will it be on netflix?|@korijanay|@eve.tessa I know you prefer the books but thought you'd wanna know!|@chiaravbeek @koosjevanderstoel @niemoen|💖💖💖💖|why does the girl look like @radhikamadan ?|@shannon_flynn_xx ihateitiloveitihateitiloveit|😻😻😻😻|Yayyyyyyy😭🔥|poor haz|@edie.xo_|Yuss🔥🔥🔥❤️|activist teen vogue come back|@jamievanrooij|@rubyschotman|Jo❤|@ioan_thom 😍😍|🔥🔥|🔥🔥@aryaannassir|Is it gonna be on Netflix?|@joanamelor|OMG!!!!|@aniakarolak 🙈🙈|❤️❤️❤️❤️❤️|Why did I think this was STILES and LYDIA|@rahmaliadiass|Everything to me! 💜|@holliechoux 😍|Yay let's romanise mental abuse...|😍🔥|🔥🔥🔥🔥|Yeeeeees|@martaa.brkic 😍😍😍|@oreos_4_me 👏🧚‍♀️|@elenabansard j’espère que tu l’as vu !! Ça a l’air incroyable|honestly this series deserves alot more recognition even if it’s a “harry styles bases fanfic” like yeah i get the backlash but the cast is honestly so good in their work with their chemistry that they deserve the support|@ameliatjong|@rouaa_ne  THE TRAILER IS HERRREEE BIISHH|@_nomagee omgggg💃💃|@sirinesawaya|@annabelstrong|Cant wait❤️|❤❤❤|@sarah_trested !!😍😍|Wait different girl?|Me casually looking for Dylan Sprouse|❤️❤️|@alo.hernandezz|@mayreth_diaz|I LOVE THIS MOVIE IS AMAZING!!❤️|in Africa we don’t?!|Josephine photoshoot and interview right now|♥️|HESSA♥️|Cringe...|@ladydemona18|When is it premiering  tell me more teen vogue 🙏🙏😂❤️|@beth_litterick omg it’s that film that lady was on about 😂|@unclexerxes|😍😍😍😍😍😍😍😍😍|@vabremiax 😻😱|@ariane.legare OMG VA ÉCOUTER LA BANDE ANNONCE|@alexandraafay|@apgordon725 @kristiemeluso @laurenarthurnyc|😂ugh|😭😭😭🇧🇷🇧🇷🇧🇷|🔥🔥🔥🔥|no❤️|@mari_emilie  @janne.termonia|@audrimichele|❤️❤️❤️❤️|Yay!!!!!!!!!!!❤️❤️❤️❤️❤️❤️|@aphaerene|❤️😍|❤️|@tash.j_  @chelseacroucher 😍|@dzaddy.jr there’s a part 2!!!!!😭😭😭|🤩💘💘💘🤩💘💘💕❤️❤️💕💘💘|@syifa_salsabila124 apa""an ini?|it’s a no from me chief|@lehner_dakota !!!!|@marcecrush|@magicaldemon|@savannnnnnnnnnn absolutely not|When’s the sequel coming to Netflix?|@rosadoemy miraaaa|YESSS 😍😍|Hardin|Gotta wait for it to come out in the UK 😭|Why though🤔|@stephaniealecio|@nathan_singo !!!|@riskyaoct TOLONK!!! SEASON 2!!!|*cringe|@courtneymitten|I love my Hardin Scott so much. 💗💓❤️|@jadecasson14 something for you to get excited about|@_anna_winnie_|In the process of reading the book! 😂|@reganhofland|@joselynrondon|@marisa.alexanderr|omgggggg|🙌🙌🙌|@whos_your_jaddy|@khoff1103 !!!!|@angelaprienciska 👀👀|YES!!! 🔥🔥🔥|😍😍😍😍|@yzaabel91|@ohsoftie|Haahahahaahshahahshahahahahahshhsbsmdksjekekwkekddhehehehejwksn I'm screaming😍😍😍😍😍😍😍😍😍😍😍😍 omg!!|@jdrevon just dropping this here for you.|🔥🔥🔥🔥🔥|😍😍😍|Dms|@alemendi90|@sofiavillanuevag YAAAA|@maiteramirezh @anaelgomezaguirre @stephanie.rg|@ameliapeeters|@dannygonzalez I didn’t know you were starring in this 😂|@achouak_chica|burn it|Oh dear lord pls no thx.|@maya_satake|@_meduarda.m  UAI|@murphye18|❤️❤️🔥|@karla_a98mo|Some things just need to stay on wattpad ....|Caroline Forbes and Zack Martin in one movie 😩🥳|@e_fitz97 interested in bearding your thoughts|@abbyvaler QUEEEEEEE|OMGG!|Is this that one harry watt pad|Yess 🙌🙌❤️|...|@marleerich @carolineosborn3 @maggiemoran12 @_andreaamaro finally 😤😤😌😌😌|YESS ans afternators are dead!|💖💖|@derya_bekar|@lucyfi_m LU MIRA|@pauuorozcooo|is it going to be better than the first...|@isa.cabral|@pilimorales00|@x.amelialee omg|@dannygonzalez  this u?|❤️|@serenitykayla|Yessss 🥰🤟🏾|@gizethgarcia|You know y’all it’s gonna kill us all bc the movie is gonna explode and our minds gonna blow|@rebeccaryan__|Yesss|Can u by any chance see my recent please|Can u by any chance see my recent please|@natalie.edland 😍😍😍😍😍😍😍😍😍😍😍😍|@jerelynh|Omggggg!!|@tbechk_|@jesscaplan98 !!!|@isthatsammy_m|@ellie_scott_01|@ansoph91|@angela.gutierrezorozco|Yeahhh😍|Lol @ecksnotx|Noooooooo|@lisagirello @giovanna.gigante LINK IN BIO ✨|Second movie is coming soon @sneha_vyas_|@jana_galal sawa nshofo😍|@sophiehuggins2|@seilahquinones this is the movie based on a Harry wattpad|Damncan't wait💜💜💜|Better not disappoint|@blck___pearl|@kendallsmolen|@ameliaraymondx|I cant wait 💣|first ❤️❤️|Finally 😍|❤️❤️omgggg|@jazmurgia|AI MEU DEUS|Yayyyyyyyyyyyyyy❤️|Are y'all really watching this?|@paola.__soria|@zoewillisss  yoooooo|❤️🔥love it|october?!?|Why do they look in pain|😍😍😍😗|@seliniminikki|@maryyy_lizz|Yess❤👏👏|Finally ‼️‼️‼️|This is epic!!! @teenvogue @aftermovie ❤️❤️❤️❤️❤️|@joy_messina all I do is tag u in things tbh",49413
3.119,,,#Riverdale star Vanessa Morgan just shared exciting news — she's pregnant! 🥰 Find out more at the link in bio.,riverdale,|😍😍😍😍😍❤️|Yay I wish good luck to her and her family at this exciting time ❤️|@nygrl416|AND the quarantine babies have begun 😂❤️|🤭 @bxtho|😍|@richardfmunoz369 @cayladuran012 THATS SARAH FROM MY BABYSITTERS A VAMPIRE|@ximena_0cz look! 😱😍|Well it seems that everyone is pregnant during these times|❤️❤️|Hai|So many pregnancies in quarantine 🔥🔥👏|Aaaahhhhh🥳🥳🥳|🔥😍|😍😍😍😍😍|And her husband filed for divorce,11848
